tweet,sentiment,Subjectivity
yes thisrestaurants might boycott zomato gold altogether right sure zom,2,0.7123015873015872
better unnecessary wastage time plain,0,0.5857142857142857
plans invest zomato gurgaon headquaered online food delivery restaurant search,1,0.0
order cheated swigy todayi make sure neither family,2,0.8888888888888888
ant financial gets rights become zomato biggest shareholder,1,0.0
zomato disclosed bug submitted shivasurya bounty hackerone bugbounty,1,0.0
yesterdat face worse service ordered food around order con,0,0.6
guests house yesterday people bother deliver order hours,1,0.0
thanks zomato giving wonderful experience ordered food jai ambe thali food delicious,2,0.7333333333333334
restaurants cost benefit analysis assuming people use zomato gold,1,0.0
get rs first food order zomato exclusivezomatocoupons zomatocoupons,2,0.3333333333333333
got mail zomato gold membership available ap still mail redirects,2,0.4
zomato say one gold unlock two pl unlock one reneter restaurant unlock othe,1,0.0
china literally gobbles indian staups wonder indian vcs amp conglomerate upto mean,0,0.6875
minimum change existing customers people go ar,1,0.0
swigey helps calm hungry beast looking build ap like swigy visit us,2,0.75
zomato disclosed bug submitted bounty hackerone bugbounty,1,0.0
disheaened see zomato changing terms even existing gold customers put,1,0.0
unmake althis nothing less cheating,0,0.06666666666666667
flavorful patty cooked perfection coral brown order call visit,1,0.0
dad dad family love mom father daddy dadlife follow us whizo,2,0.6
thanks clearing air finally talking swigy care got satisfied resolution got,2,0.7333333333333334
fodpanda hits lakh daily order mark,1,0.0
ant financial gets right largest stakeholder zomato,2,0.26785714285714285
fodpanda hits lakh daily order mark staups,1,0.0
costmer care number ap order,1,0.0
fodpanda hits lakh daily order mark staupindia,1,0.0
minimum change existing customers people go,1,0.0
sent mail regard,1,0.0
food delivery firm fodpanda claimed reached lakh daily order mark september,0,0.2
ant financial gets rights biggest pie zomato via,1,0.0
gold zomato member sell gold,1,0.0
successfully meeting varied needs patrons offering wide gamut outdoor hoardings best,2,0.55
guys lack care number zomatoascam,1,0.0
good love help please send dm phone,2,0.6000000000000001
costmer making complaints makes,1,0.0
samjha nahi previously fine use two people na changed,2,0.5
disprove zomato menu,1,0.0
earlier people could use zomato gold table red,1,0.25
yeah group friends zomato gold people means,1,0.0
avocado season come fresh guacamole signature avocadosalad chinita,2,0.5
wtf lol good sell,2,0.7666666666666666
yea dodged bullet throwback united fans thought got great deal kagawa lmap,2,0.75
hey received call number mentioned guy represents himsel,1,0.0
lost rs yesterday msg got initiated,1,0.0
trying convince open ap make payment immediately sayin,1,0.5
fodpanda fodpanda hits lakh daily order mark,1,0.0
suppose alter terms conditions meberships renewed shady move,0,0.625
havnt got refund say services improved would like refund conved swigy,1,0.0
fodpanda cps get rs supercash,1,0.0
change anymore order online zomato savor delicious food fodporn fodgasm food,2,1.0
fodpanda dahmakan all food ap dont deliver im hungry urgh,1,0.0
thanks supo listen fm campaign bangla also spread news win coupon codes swigy,2,0.30000000000000004
friday pay ale swigy presents twisted bass friday favorite nightclub lounge spread,0,0.8333333333333334
zomato made super sneaky change zomato gold membership,2,0.6666666666666666
thanks supo listen fm campaign bangla also spread news win,2,0.30000000000000004
please register complaint take necessary action,0,0.43333333333333335
wonderful wednesdays instant discount online food delivery zomato yes bank credit cards instan,2,0.8333333333333333
order bad quality food swigy dint care even sendind repeated compla,0,0.6666666666666666
ant financial gets right largest stakeholder zomato news aliba,2,0.26785714285714285
ordered mcd fodpanda ask hours later baru dia cakap order cancelled,1,0.0
okay cancelling ola booking swigy,2,0.5
hi aditya kindly write us customercarein surly assist better,2,0.7
entire sms thread fodpanda nothing apologies,1,0.625
dear bought gold membership husband also one new policy pr,2,0.45454545454545453
zomato data breach happened may users informed freshmenu breach happened per,1,0.0
swigy swot analysis detailed company snapshot,2,0.75
time founders indian staups trying strengthen position companies food deliver,1,0.0
zomato uae promo codes promo code fodhacks recipe,1,0.0
tuesdaymania lul vibes last nite cold war wid di family actin duh tue rain walked temple schowk thu,0,0.5555555555555555
comeneat gives online food ordering script like fodpanda clone script,1,0.0
dad dad family love mom father daddy dadlife follow us whizo cafe fodlo,2,0.6
cursory swigy traffic search every tweet like,1,0.0
nowhere bad email ids hashed passwords breached,0,0.6666666666666666
old food shot nandos malay stir fry noodles,2,0.2
wrong grabpay unable add credit card sent email,0,0.7
wastage food,1,0.0
fodpanda singapore pte ltd marketing panerships intern singapore internship,1,0.0
etretail ant financial gets rights biggest pie zomato,1,0.0
double sauce double fun double trouble tempted lipsmacking doubletrouble burg,2,0.08
hate delicious serving biryani check editor notes restaurant page,2,0.95
look review trilogi crowne plaza crowne plaza satellite ahmedabad,1,0.0
idk fodpanda thinks food turn day around anyway absolutely right,2,0.5357142857142857
aki day still waiting call zomato zomato customer serv,1,0.0
miss fodpanda honestbe,1,0.0
still waiting day,1,0.0
worst delivery ap never going order ap shitty ap show home adre,0,1.0
uninstalzomato unfair,0,1.0
move comes time india becoming proxy battleground global giants including tencent aliba,2,0.42500000000000004
seems disappointed services even gold members ter,0,0.75
hours undelivered order,1,0.0
enjoy special mutton dishes extra spice flavor visit hyderabad spice nearest branch,2,0.3904761904761905
faced issue two times guys unprofessional iresp,1,0.0
enjoy special mutton dishes extra spice flavor visit hyderabad spice nearest branch order,2,0.3904761904761905
hate delicious serving biryani check editor notes restaurant page ap,2,0.95
announced achievement lac orders day commits expand customer base integrati,0,1.0
yes zomato gold issue way impoant life petrol price hike issue,1,0.0
nice amaretto sour keep warm weather going bit longer alaboufe alaboufemelbourne,2,0.5666666666666668
fodpanda food delivery company announced major milestone achieving lakh orders day company,2,0.5
case zomato come proactive communication remember,1,0.0
inc time founders indian staups trying strengthen position companies,1,0.0
repetative instances quality swigy draticaly cascaded months,1,0.0
ant financial secures rights become largest stakeholder zomato indian wire,1,0.0
get flat rs food orders fodpanda paying via rupay card minimum order rs required order,0,0.125
cheaters way time inform everyone use subscribe zomato,1,0.0
well wants play publically pathetic service swigy pop chennai nd bitter xperience,0,0.5333333333333333
want deactive swigy account plz help,1,0.0
cheaters time exit business stop fooling us,1,0.0
already uninstaled fodpanda ap using swigy zomato,1,0.0
watching youtube zomato ad comes,1,0.0
thats cheating,1,0.0
swigy known order handed delivery agent phone handed item get sms,1,0.0
book dominos ap directly dear,2,0.4
ivanga dhan worstu lower scale pl trolling zomato supo screnshots faves,1,0.0
available menu fantasia jumeirah branch order call us,2,0.4
breakfast todayvisit us lake terrace tower cluster jlt order via zomatotalabat ap call us,1,0.0
yesterday book food zomato taste india restaurant order deduct money debit car,1,0.0
hello team joine swigy using frnds referral getting rupie swigy wale,1,0.0
zomato office infocity patia facing threat local goons money amp call,1,0.0
introduce things manage,1,0.0
look review natural ice cream bhandup mumbai,2,0.4
worst behavior towards order shows ego market,0,1.0
thanks swigy ego worst service towards customers,0,0.6
thanks swigy ego worst service towards order amp robbing money,0,0.6
yes thisrestaurants might boycott zomato gold altogether right sure zomato,2,0.7123015873015872
thank zomato get call zomato call center refund us money sholy,0,0.1
got backlash sta clever move get people hooked discounts,2,0.8333333333333334
team waiting tuesdaytrivia tuesday fever swigy wen gon na sta contest wi,1,0.0
swigy karenge feminists sma know live,2,0.5
team swigy almost closing hour leave delivery even chat representive,1,0.0
good things come end knew would first long gold,2,0.4444444444444445
eatchilhang repeat order thewiseowlsteakhouse twosh steak bangersandmash sizlers porkchops,1,0.0
etretail fodpanda hits lakh daily order mark,1,0.0
chinese online travel services provider ctrip likely join indian food delivery service zomato financing rou,1,0.5
swigy havent seen feminist works earns claim strong independent wome,2,0.42916666666666664
crave deal day fasos use code fs fodpanda ap get flat max,0,0.125
look review jafer bhai delhi darbar mohammad ali road mumbai,1,0.0
kindly dm us facebok may drop email team supohk fuher assistance,2,0.9
chinese travel services provider ctrip talks invest indian online restaurant discovery food deliver,1,0.0
understand outrage zomato heading towards election year po,1,0.0
